wallTime,elapsed,local,requested,repeated,count,kind,x,y,z,fx,fy,fz,duration,remaining,radius,owner,first,second,split,cycle,process
63925005565.0207,9.538399,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005565.0872,9.618385,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005565.1536,9.678375,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005565.2211,9.738365,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005565.287,9.818352,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005565.3367,9.858345,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005565.4032,9.918335,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005565.454,9.978325,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005565.5202,10.03831,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005565.5735,10.0983,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005565.6377,10.15829,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005565.7037,10.21828,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005565.7543,10.27827,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005565.8209,10.33826,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005565.8709,10.39825,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005565.9316,10.39825,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.63223,1.495,1,0.3925,1.35,0,0,50268
63925005565.9316,10.39825,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.63223,0,-1,1.4,0.6,1,0,50268
63925005565.9316,10.39825,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.632231,0.8,1,0,0,0,0,50268
63925005565.9316,10.39825,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.632231,0.55,2,1.45,0,0,0,50268
63925005565.9316,10.39825,2,1,0,7,5,0,0.1,0,0,0,0,5,4.63223,2.1,1,0,0,0,0,50268
63925005565.9316,10.39825,2,1,0,7,6,6,0.1,0,0,0,0,6,5.63223,1.44,3,1.4,0,0,0,50268
63925005565.9316,10.39825,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.63223,0,-1,-1,0,0,0,50268
63925005565.9852,10.47824,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.550261,1.495,1,0.3925,1.35,0,0,50268
63925005565.9852,10.47824,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.550261,0,-1,1.4,0.6,1,0,50268
63925005565.9852,10.47824,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.550261,0.8,1,0,0,0,0,50268
63925005565.9852,10.47824,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.550261,0.55,2,1.45,0,0,0,50268
63925005565.9852,10.47824,2,1,0,7,5,0,0.1,0,0,0,0,5,4.550261,2.1,1,0,0,0,0,50268
63925005565.9852,10.47824,2,1,0,7,6,6,0.1,0,0,0,0,6,5.550261,1.44,3,1.4,0,0,0,50268
63925005565.9852,10.47824,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.550261,0,-1,-1,0,0,0,50268
63925005566.0352,10.53823,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.50026,1.495,1,0.3925,1.35,0,0,50268
63925005566.0352,10.53823,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.50026,0,-1,1.4,0.6,1,0,50268
63925005566.0352,10.53823,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.500261,0.8,1,0,0,0,0,50268
63925005566.0352,10.53823,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.500261,0.55,2,1.45,0,0,0,50268
63925005566.0352,10.53823,2,1,0,7,5,0,0.1,0,0,0,0,5,4.50026,2.1,1,0,0,0,0,50268
63925005566.0352,10.53823,2,1,0,7,6,6,0.1,0,0,0,0,6,5.50026,1.44,3,1.4,0,0,0,50268
63925005566.0352,10.53823,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.50026,0,-1,-1,0,0,0,50268
63925005566.1024,10.59822,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.433593,1.495,1,0.3925,1.35,0,0,50268
63925005566.1024,10.59822,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.433593,0,-1,1.4,0.6,1,0,50268
63925005566.1024,10.59822,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.433593,0.8,1,0,0,0,0,50268
63925005566.1024,10.59822,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.433593,0.55,2,1.45,0,0,0,50268
63925005566.1024,10.59822,2,1,0,7,5,0,0.1,0,0,0,0,5,4.433593,2.1,1,0,0,0,0,50268
63925005566.1024,10.59822,2,1,0,7,6,6,0.1,0,0,0,0,6,5.433593,1.44,3,1.4,0,0,0,50268
63925005566.1024,10.59822,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.433592,0,-1,-1,0,0,0,50268
63925005566.1531,10.67821,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.383513,1.495,1,0.3925,1.35,0,0,50268
63925005566.1531,10.67821,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.383513,0,-1,1.4,0.6,1,0,50268
